timestamp,cmdb_id,span_id,trace_id,duration,type,status_code,operation_name,parent_span
1651334401256,frontend2-0,ae1f84ef1ab23ae3,a749971b1c4db9b41c2d25437c09916e,9853,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401256,frontend2-0,3c6b1e0f01e91248,a749971b1c4db9b41c2d25437c09916e,66427,http,0,hipstershop.Frontend/Recv.,
1651334401257,productcatalogservice2-0,8d12400332a4a5e8,a749971b1c4db9b41c2d25437c09916e,7238,rpc,0,hipstershop.ProductCatalogService/GetProduct,ae1f84ef1ab23ae3
1651334401266,frontend2-0,d83c025b11aeeca4,a749971b1c4db9b41c2d25437c09916e,2415,rpc,0,hipstershop.CurrencyService/GetSupportedCurrencies,3c6b1e0f01e91248
1651334401267,currencyservice2-0,fa716f96e7d8d31e,a749971b1c4db9b41c2d25437c09916e,125,telemetry,0,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,d83c025b11aeeca4
1651334401269,frontend2-0,ee884163e6110263,a749971b1c4db9b41c2d25437c09916e,3568,rpc,0,hipstershop.CartService/GetCart,3c6b1e0f01e91248
1651334401270,cartservice2-0,2a17ce6db9443b4c,a749971b1c4db9b41c2d25437c09916e,0,db,Ok,HGET,a06bfc45c9c64f4c
1651334401270,cartservice2-0,a06bfc45c9c64f4c,a749971b1c4db9b41c2d25437c09916e,1000,http,200,/hipstershop.CartService/GetCart,ee884163e6110263
1651334401272,frontend2-0,9a442b6c339a8870,a749971b1c4db9b41c2d25437c09916e,2065,rpc,0,hipstershop.CurrencyService/Convert,3c6b1e0f01e91248
1651334401273,currencyservice2-0,1dff7a04d86cd0a2,a749971b1c4db9b41c2d25437c09916e,119,telemetry,0,grpc.hipstershop.CurrencyService/Convert,9a442b6c339a8870
1651334401274,frontend2-0,5539eb79ec4961df,a749971b1c4db9b41c2d25437c09916e,5753,rpc,0,hipstershop.RecommendationService/ListRecommendations,3c6b1e0f01e91248
1651334401276,recommendationservice2-0,8d7795aa31886512,a749971b1c4db9b41c2d25437c09916e,3247,,0,/hipstershop.RecommendationService/ListRecommendations,5539eb79ec4961df
1651334401276,recommendationservice2-0,17cc7fe2db86ec67,a749971b1c4db9b41c2d25437c09916e,2821,,0,/hipstershop.ProductCatalogService/ListProducts,8d7795aa31886512
1651334401277,productcatalogservice-1,499bf8ec31a888e2,a749971b1c4db9b41c2d25437c09916e,30,rpc,0,hipstershop.ProductCatalogService/ListProducts,17cc7fe2db86ec67
1651334401280,frontend2-0,1fe8470dad066c6e,a749971b1c4db9b41c2d25437c09916e,8109,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401281,productcatalogservice2-0,c15b9f39658e280e,a749971b1c4db9b41c2d25437c09916e,6216,rpc,0,hipstershop.ProductCatalogService/GetProduct,1fe8470dad066c6e
1651334401288,frontend2-0,ee9366ae6f76aff6,a749971b1c4db9b41c2d25437c09916e,6128,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401289,productcatalogservice2-0,219206ee4d3bd0b9,a749971b1c4db9b41c2d25437c09916e,4444,rpc,0,hipstershop.ProductCatalogService/GetProduct,ee9366ae6f76aff6
1651334401294,frontend2-0,bd2ef56726e50edc,a749971b1c4db9b41c2d25437c09916e,7406,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401295,productcatalogservice2-0,76902a801e1b7a3e,a749971b1c4db9b41c2d25437c09916e,4935,rpc,0,hipstershop.ProductCatalogService/GetProduct,bd2ef56726e50edc
1651334401302,frontend2-0,1fbefaadaa43010c,a749971b1c4db9b41c2d25437c09916e,7801,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401303,productcatalogservice2-0,23314c5416c9af89,a749971b1c4db9b41c2d25437c09916e,5436,rpc,0,hipstershop.ProductCatalogService/GetProduct,1fbefaadaa43010c
1651334401310,productcatalogservice2-0,7de4492f7ff47b54,a749971b1c4db9b41c2d25437c09916e,5478,rpc,0,hipstershop.ProductCatalogService/GetProduct,54cd5ea0f0f58a10
1651334401310,frontend2-0,54cd5ea0f0f58a10,a749971b1c4db9b41c2d25437c09916e,7506,rpc,0,hipstershop.ProductCatalogService/GetProduct,3c6b1e0f01e91248
1651334401317,frontend2-0,8dc4ef80ecaf345c,a749971b1c4db9b41c2d25437c09916e,4990,rpc,0,hipstershop.AdService/GetAds,3c6b1e0f01e91248
1651334401319,adservice2-0,5e5dfdf5b801feac,a749971b1c4db9b41c2d25437c09916e,34,rpc,OK,hipstershop.adservice/getads,8dc4ef80ecaf345c
1651334401458,frontend2-0,f382b86066baf99f,2fb1225cb8f07293a55ac2f464089b02,8281,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401458,frontend2-0,81d50ad1da25f128,2fb1225cb8f07293a55ac2f464089b02,60997,http,0,hipstershop.Frontend/Recv.,
1651334401459,productcatalogservice2-0,b2432ae1fc70835d,2fb1225cb8f07293a55ac2f464089b02,5843,rpc,0,hipstershop.ProductCatalogService/GetProduct,f382b86066baf99f
1651334401466,frontend2-0,9a6b5af31be89a32,2fb1225cb8f07293a55ac2f464089b02,2320,rpc,0,hipstershop.CurrencyService/GetSupportedCurrencies,81d50ad1da25f128
1651334401468,currencyservice2-0,5871aad390fec444,2fb1225cb8f07293a55ac2f464089b02,127,telemetry,0,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,9a6b5af31be89a32
1651334401469,frontend2-0,08d377c5b7319541,2fb1225cb8f07293a55ac2f464089b02,3432,rpc,0,hipstershop.CartService/GetCart,81d50ad1da25f128
1651334401470,cartservice2-0,9dafba99a330f745,2fb1225cb8f07293a55ac2f464089b02,1000,http,200,/hipstershop.CartService/GetCart,08d377c5b7319541
1651334401471,cartservice2-0,bddabef4d60e3543,2fb1225cb8f07293a55ac2f464089b02,0,db,Ok,HGET,9dafba99a330f745
1651334401472,frontend2-0,5c29c579f82e3815,2fb1225cb8f07293a55ac2f464089b02,1985,rpc,0,hipstershop.CurrencyService/Convert,81d50ad1da25f128
1651334401473,currencyservice2-0,6cec4e37be6cfb16,2fb1225cb8f07293a55ac2f464089b02,111,telemetry,0,grpc.hipstershop.CurrencyService/Convert,5c29c579f82e3815
1651334401474,frontend2-0,0c2038334011c46d,2fb1225cb8f07293a55ac2f464089b02,5898,rpc,0,hipstershop.RecommendationService/ListRecommendations,81d50ad1da25f128
1651334401476,recommendationservice2-0,d93e5a928f5519b3,2fb1225cb8f07293a55ac2f464089b02,3158,,0,/hipstershop.RecommendationService/ListRecommendations,0c2038334011c46d
1651334401476,recommendationservice2-0,a7d8c98886bc59ef,2fb1225cb8f07293a55ac2f464089b02,2638,,0,/hipstershop.ProductCatalogService/ListProducts,d93e5a928f5519b3
1651334401478,productcatalogservice-2,fb7596c342f229e8,2fb1225cb8f07293a55ac2f464089b02,33,rpc,0,hipstershop.ProductCatalogService/ListProducts,a7d8c98886bc59ef
1651334401480,frontend2-0,bb512bc5b0003bad,2fb1225cb8f07293a55ac2f464089b02,7336,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401481,productcatalogservice2-0,1bf570c5c3235f86,2fb1225cb8f07293a55ac2f464089b02,5549,rpc,0,hipstershop.ProductCatalogService/GetProduct,bb512bc5b0003bad
1651334401488,frontend2-0,dfab2a38b4743a6e,2fb1225cb8f07293a55ac2f464089b02,6442,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401488,productcatalogservice2-0,71871c1d0d6c913e,2fb1225cb8f07293a55ac2f464089b02,4888,rpc,0,hipstershop.ProductCatalogService/GetProduct,dfab2a38b4743a6e
1651334401494,frontend2-0,2bb475d155ae0ebb,2fb1225cb8f07293a55ac2f464089b02,7548,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401495,productcatalogservice2-0,08a17959e203f409,2fb1225cb8f07293a55ac2f464089b02,4726,rpc,0,hipstershop.ProductCatalogService/GetProduct,2bb475d155ae0ebb
1651334401502,productcatalogservice2-0,c14eb27df913fe92,2fb1225cb8f07293a55ac2f464089b02,4863,rpc,0,hipstershop.ProductCatalogService/GetProduct,932039a3f15fd270
1651334401502,frontend2-0,932039a3f15fd270,2fb1225cb8f07293a55ac2f464089b02,6274,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401508,frontend2-0,775b5c6d8b570cd5,2fb1225cb8f07293a55ac2f464089b02,6034,rpc,0,hipstershop.ProductCatalogService/GetProduct,81d50ad1da25f128
1651334401509,productcatalogservice2-0,34f90359fc7d4855,2fb1225cb8f07293a55ac2f464089b02,4625,rpc,0,hipstershop.ProductCatalogService/GetProduct,775b5c6d8b570cd5
1651334401514,frontend2-0,3de9bd4a698c79ab,2fb1225cb8f07293a55ac2f464089b02,4703,rpc,0,hipstershop.AdService/GetAds,81d50ad1da25f128
1651334401515,adservice2-0,0ca88da22104ba57,2fb1225cb8f07293a55ac2f464089b02,16,rpc,OK,hipstershop.adservice/getads,3de9bd4a698c79ab
